,liste,nomNuance,nuance,annee,election,tour,region,departement,canton,inscrits,votants,exprimes,voix,clef,code_canton,voixPourcent,participationPourcent,blancsNulsPourcent,Couleur,codeCouleur
7224,Mme BERLIER Solange et M. REYNAUD Hervé,Divers droite,BC-DVD,2015,Départementales,1,84,42,13,27077,10967,10428,4174,Départementales12015,42013,40.03,40.5,1.99,Bleu,#045BFF
7225,Mme BERLIER Solange et M. REYNAUD Hervé,Divers droite,BC-DVD,2015,Départementales,2,84,42,13,27077,11534,10270,6753,Départementales22015,42013,65.75,42.6,4.67,Bleu,#045BFF
7226,Mme BERNARD Anne-Françoise et M. JEANMAIRE François,Divers droite,BC-DVD,2015,Départementales,1,11,92,22,55024,25131,24507,3983,Départementales12015,92022,16.25,45.67,1.13,Bleu,#045BFF
7227,Mme BERTAUX Catherine et M. JANNOT André,Divers droite,BC-DVD,2015,Départementales,1,44,55,15,9431,5360,4965,3252,Départementales12015,55015,65.5,56.83,4.19,Bleu,#045BFF
7228,Mme BERTHELOT Isabelle et M. SOUCHAUD Dominique,Divers droite,BC-DVD,2015,Départementales,1,75,16,11,12711,6034,5726,636,Départementales12015,16011,11.11,47.47,2.42,Bleu,#045BFF
7229,Mme BERTHOUMIEU Marie et M. JUBERT Luc,Divers droite,BC-DVD,2015,Départementales,1,76,46,10,6729,4040,3731,857,Départementales12015,46010,22.97,60.04,4.59,Bleu,#045BFF
7230,Mme BERTHOUMIEU Marie et M. JUBERT Luc,Divers droite,BC-DVD,2015,Départementales,2,76,46,10,6729,4044,3746,965,Départementales22015,46010,25.76,60.1,4.43,Bleu,#045BFF
7231,Mme BERTIN Eliane et M. DUPIED Didier,Divers droite,BC-DVD,2015,Départementales,1,84,69,05,27844,13124,12782,1430,Départementales12015,69005,11.19,47.13,1.23,Bleu,#045BFF
7232,Mme BERTRAND Myrianne et M. MOREL Philippe,Divers droite,BC-DVD,2015,Départementales,1,27,58,14,7314,3187,2954,674,Départementales12015,58014,22.82,43.57,3.19,Bleu,#045BFF
7233,Mme BERTRAND Myrianne et M. MOREL Philippe,Divers droite,BC-DVD,2015,Départementales,2,27,58,14,7314,3239,2856,1480,Départementales22015,58014,51.82,44.28,5.24,Bleu,#045BFF
7234,Mme BESNARD Marie Christine et M. LAMY Jean,Divers droite,BC-DVD,2015,Départementales,1,28,61,16,10755,5647,5173,2121,Départementales12015,61016,41.0,52.51,4.41,Bleu,#045BFF
7235,Mme BESNARD Marie Christine et M. LAMY Jean,Divers droite,BC-DVD,2015,Départementales,2,28,61,16,10754,5654,5329,2413,Départementales22015,61016,45.28,52.58,3.02,Bleu,#045BFF
7236,Mme BESSAOU Magali et M. CALMELLY Jean-Luc,Divers droite,BC-DVD,2015,Départementales,1,76,12,03,9320,5771,5361,3033,Départementales12015,12003,56.58,61.92,4.4,Bleu,#045BFF
7237,Mme BESSON-FAYOLLE Corinne et M. PHILIBERT Bernard,Divers droite,BC-DVD,2015,Départementales,1,84,42,21,24691,13265,12776,4714,Départementales12015,42021,36.9,53.72,1.98,Bleu,#045BFF
7238,Mme BESSON-FAYOLLE Corinne et M. PHILIBERT Bernard,Divers droite,BC-DVD,2015,Départementales,2,84,42,21,24691,13458,12253,7998,Départementales22015,42021,65.27,54.51,4.88,Bleu,#045BFF
7239,Mme BETTEFORT Stelliane et M. ROGER Damien,Divers droite,BC-DVD,2015,Départementales,1,28,61,19,7978,4495,4305,1047,Départementales12015,61019,24.32,56.34,2.38,Bleu,#045BFF
7240,Mme BETTEFORT Stelliane et M. ROGER Damien,Divers droite,BC-DVD,2015,Départementales,2,28,61,19,7973,4364,4044,1834,Départementales22015,61019,45.35,54.73,4.01,Bleu,#045BFF
7241,Mme BIARD Isabelle et M. PAUTREL Louis,Divers droite,BC-DVD,2015,Départementales,1,53,35,09,23604,12301,11680,5523,Départementales12015,35009,47.29,52.11,2.63,Bleu,#045BFF
7242,Mme BIARD Isabelle et M. PAUTREL Louis,Divers droite,BC-DVD,2015,Départementales,2,53,35,09,23604,11537,10539,7012,Départementales22015,35009,66.53,48.88,4.23,Bleu,#045BFF
7243,Mme BICHON Françoise et M. CARO Eugène,Divers droite,BC-DVD,2015,Départementales,1,53,22,19,14037,8010,7607,2665,Départementales12015,22019,35.03,57.06,2.87,Bleu,#045BFF
7244,Mme BICHON Françoise et M. CARO Eugène,Divers droite,BC-DVD,2015,Départementales,2,53,22,19,14034,7987,7251,3912,Départementales22015,22019,53.95,56.91,5.24,Bleu,#045BFF
7245,Mme BICHON-BERNARD Virginie et M. GRONDIN Raoul,Divers droite,BC-DVD,2015,Départementales,1,52,85,16,34083,17691,16853,4206,Départementales12015,85016,24.96,51.91,2.46,Bleu,#045BFF
7246,Mme BIONAZ-DUFEUX Valérie et M. DAZIN Rémi,Divers droite,BC-DVD,2015,Départementales,1,32,02,03,17637,9007,8714,1238,Départementales12015,02003,14.21,51.07,1.66,Bleu,#045BFF
7247,Mme BISOGNANI Marie-Christine et M. LARÉE Guy,Divers droite,BC-DVD,2015,Départementales,1,76,32,17,8681,5441,5077,2083,Départementales12015,32017,41.03,62.68,4.19,Bleu,#045BFF
7248,Mme BISOGNANI Marie-Christine et M. LARÉE Guy,Divers droite,BC-DVD,2015,Départementales,2,76,32,17,8682,5599,5239,2571,Départementales22015,32017,49.07,64.49,4.15,Bleu,#045BFF
7249,Mme BLANC Dominique et M. JOANNON Bruno,Divers droite,BC-DVD,2015,Départementales,1,93,83,12,36967,18337,17774,971,Départementales12015,83012,5.46,49.6,1.52,Bleu,#045BFF
7250,Mme BLANC Rachel et M. KAHLAL Mokhtar,Divers droite,BC-DVD,2015,Départementales,1,44,52,15,8316,3541,3372,919,Départementales12015,52015,27.25,42.58,2.03,Bleu,#045BFF
7251,Mme BLANC Rachel et M. KAHLAL Mokhtar,Divers droite,BC-DVD,2015,Départementales,2,44,52,15,8319,3452,3125,1732,Départementales22015,52015,55.42,41.5,3.93,Bleu,#045BFF
7252,Mme BLUSSEAU Virginie et M. MOREAUX Mathieu,Divers droite,BC-DVD,2015,Départementales,1,24,36,12,13218,7216,6782,963,Départementales12015,36012,14.2,54.59,3.28,Bleu,#045BFF
7253,Mme BOCHET Valérie et M. RETOUT Alain,Divers droite,BC-DVD,2015,Départementales,1,28,76,22,20358,9797,9474,159,Départementales12015,76022,1.68,48.12,1.59,Bleu,#045BFF
7254,Mme BOEGLEN Patricia et M. WOJCIECHOWSKI André,Divers droite,BC-DVD,2015,Départementales,1,44,57,19,30216,14133,13719,3681,Départementales12015,57019,26.83,46.77,1.37,Bleu,#045BFF
7255,Mme BOEGLEN Patricia et M. WOJCIECHOWSKI André,Divers droite,BC-DVD,2015,Départementales,2,44,57,19,30217,14098,12913,7469,Départementales22015,57019,57.84,46.66,3.92,Bleu,#045BFF
7256,Mme BOEGLIN Danièle et M. JUILLET Nicolas,Divers droite,BC-DVD,2015,Départementales,1,44,10,11,11630,5972,5688,3011,Départementales12015,10011,52.94,51.35,2.44,Bleu,#045BFF
7257,Mme BOINA Bibi-Fatima et M. DAROUSSI Zaïnadini,Divers droite,BC-DVD,2015,Départementales,1,06,976,02,8594,5634,5398,852,Départementales12015,97602,15.78,65.56,2.75,Bleu,#045BFF
7258,Mme BOISGERAULT Brigitte et M. JOHANN-LEPRESLE Mathieu,Divers droite,BC-DVD,2015,Départementales,1,28,50,23,15807,7563,7036,1619,Départementales12015,50023,23.01,47.85,3.33,Bleu,#045BFF
7259,Mme BOISGERAULT Brigitte et M. JOHANN-LEPRESLE Mathieu,Divers droite,BC-DVD,2015,Départementales,2,28,50,23,15806,7596,6738,4988,Départementales22015,50023,74.03,48.06,5.43,Bleu,#045BFF
7260,Mme BOISSEL Anne et M. POISSON Cédric,Divers droite,BC-DVD,2015,Départementales,1,28,14,23,20474,10355,9757,1453,Départementales12015,14023,14.89,50.58,2.92,Bleu,#045BFF
7261,Mme BONNAL Nathalie et M. ROUJON Jean,Divers droite,BC-DVD,2015,Départementales,1,76,48,08,4279,2737,2565,850,Départementales12015,48008,33.14,63.96,4.02,Bleu,#045BFF
7262,Mme BONNAL Nathalie et M. ROUJON Jean,Divers droite,BC-DVD,2015,Départementales,2,76,48,08,4279,2689,2320,1079,Départementales22015,48008,46.51,62.84,8.62,Bleu,#045BFF
7263,Mme BONNEFOY Nathalie et M. MERCIER Philippe,Divers droite,BC-DVD,2015,Départementales,1,24,18,04,10418,4262,3758,625,Départementales12015,18004,16.63,40.91,4.84,Bleu,#045BFF
7264,Mme BORDONADA Béatrice et M. RETTIG René,Divers droite,BC-DVD,2015,Départementales,1,76,31,02,29188,16271,15260,2648,Départementales12015,31002,17.35,55.75,3.46,Bleu,#045BFF
7265,Mme BORDUY Carine et M. HAEMMERLÉ Bernard,Divers droite,BC-DVD,2015,Départementales,1,11,94,04,24274,9496,9145,756,Départementales12015,94004,8.27,39.12,1.45,Bleu,#045BFF
7266,Mme BORGHESE Nathalie et M. GUILLAUMIN Eric,Divers droite,BC-DVD,2015,Départementales,1,76,81,02,13468,7908,7524,1881,Départementales12015,81002,25.0,58.72,2.85,Bleu,#045BFF
7267,Mme BORGHESE Nathalie et M. GUILLAUMIN Eric,Divers droite,BC-DVD,2015,Départementales,2,76,81,02,13469,7690,6786,3698,Départementales22015,81002,54.49,57.09,6.71,Bleu,#045BFF
7268,Mme BORNEO Fabienne et M. MAMINDY PAJANY Bruno,Divers droite,BC-DVD,2015,Départementales,1,04,974,08,22444,10210,9251,2418,Départementales12015,97408,26.14,45.49,4.27,Bleu,#045BFF
7269,Mme BORNEO Fabienne et M. MAMINDY PAJANY Bruno,Divers droite,BC-DVD,2015,Départementales,2,04,974,08,22443,12304,11175,5485,Départementales22015,97408,49.08,54.82,5.03,Bleu,#045BFF
7270,Mme BOUCHET Suzanne et M. MOUNIER Christian,Divers droite,BC-DVD,2015,Départementales,1,93,84,08,24514,13448,12935,4171,Départementales12015,84008,32.25,54.86,2.09,Bleu,#045BFF
7271,Mme BOUCHET Suzanne et M. MOUNIER Christian,Divers droite,BC-DVD,2015,Départementales,2,93,84,08,24514,13961,12849,7679,Départementales22015,84008,59.76,56.95,4.54,Bleu,#045BFF
7272,Mme BOUDET Catherine et M. RIVES Martial,Divers droite,BC-DVD,2015,Départementales,1,76,46,13,9511,5954,5566,1123,Départementales12015,46013,20.18,62.6,4.08,Bleu,#045BFF
7273,Mme BOULLIAT Martine et M. COLIN Robert,Divers droite,BC-DVD,2015,Départementales,1,44,88,03,15094,7867,7296,1626,Départementales12015,88003,22.29,52.12,3.78,Bleu,#045BFF
7274,Mme BOULLIAT Martine et M. COLIN Robert,Divers droite,BC-DVD,2015,Départementales,2,44,88,03,15097,7911,6923,3656,Départementales22015,88003,52.81,52.4,6.54,Bleu,#045BFF
7275,Mme BOURAHIME Nafissa Gerardine et M. HAMIDOU SALIM Amidou Dzanga,Divers droite,BC-DVD,2015,Départementales,1,06,976,05,3520,1801,1725,246,Départementales12015,97605,14.26,51.16,2.16,Bleu,#045BFF
7276,Mme BOURDAUD'HUI Christine et M. FERAY Loïc,Divers droite,BC-DVD,2015,Départementales,1,28,76,27,17551,7755,7365,169,Départementales12015,76027,2.29,44.19,2.22,Bleu,#045BFF
7277,Mme BOURGEOIS Ghislaine et M. LAFONT Pierre,Divers droite,BC-DVD,2015,Départementales,1,76,48,12,4496,3005,2824,998,Départementales12015,48012,35.34,66.84,4.03,Bleu,#045BFF
7278,Mme BOURGEOIS Ghislaine et M. LAFONT Pierre,Divers droite,BC-DVD,2015,Départementales,2,76,48,12,4495,3210,2957,1294,Départementales22015,48012,43.76,71.41,5.63,Bleu,#045BFF
7279,Mme BOURGHELLE-KOS Nadège et M. DUMORTIER Benjamin,Divers droite,BC-DVD,2015,Départementales,1,32,59,36,57934,32187,31173,5113,Départementales12015,59036,16.4,55.56,1.75,Bleu,#045BFF
7280,Mme BOUVERAT Christelle et M. MAURIS-DEMOURIOUX Bertrand,Divers droite,BC-DVD,2015,Départementales,1,84,74,05,35382,16951,16238,2888,Départementales12015,74005,17.79,47.91,2.02,Bleu,#045BFF
7281,Mme BOYER Muriel et M. MOREL Rito,Divers droite,BC-DVD,2015,Départementales,1,04,974,24,29554,13973,11865,495,Départementales12015,97424,4.17,47.28,7.13,Bleu,#045BFF
7282,Mme BRANCHET Stéphanie et M. HOARAU Clémendeau,Divers droite,BC-DVD,2015,Départementales,1,04,974,25,30680,14024,12470,1685,Départementales12015,97425,13.51,45.71,5.07,Bleu,#045BFF
7283,Mme BRAY Aline et M. PITON Gilles,Divers droite,BC-DVD,2015,Départementales,1,52,49,16,25066,13447,12343,3682,Départementales12015,49016,29.83,53.65,4.4,Bleu,#045BFF
7284,Mme BRAY Aline et M. PITON Gilles,Divers droite,BC-DVD,2015,Départementales,2,52,49,16,25065,12076,10220,6793,Départementales22015,49016,66.47,48.18,7.4,Bleu,#045BFF
7285,Mme BRECHENMACHER Véronique et M. NOTTER Bernard,Divers droite,BC-DVD,2015,Départementales,1,44,68,13,36496,17930,17225,2673,Départementales12015,68013,15.52,49.13,1.93,Bleu,#045BFF
7286,Mme BREHIN Isabelle et M. MEUNIER Gonzague,Divers droite,BC-DVD,2015,Départementales,1,52,53,03,15087,7275,6921,868,Départementales12015,53003,12.54,48.22,2.35,Bleu,#045BFF
7287,Mme BREMOND Patricia et M. DURAND Bernard,Divers droite,BC-DVD,2015,Départementales,1,76,48,08,4279,2737,2565,599,Départementales12015,48008,23.35,63.96,4.02,Bleu,#045BFF
7288,Mme BREMOND Patricia et M. DURAND Bernard,Divers droite,BC-DVD,2015,Départementales,2,76,48,08,4279,2689,2320,1241,Départementales22015,48008,53.49,62.84,8.62,Bleu,#045BFF
7289,Mme BRETAGNE Evelyne et M. GAUSSERAND Patrice,Divers droite,BC-DVD,2015,Départementales,1,76,81,11,11731,6340,6031,2231,Départementales12015,81011,36.99,54.04,2.63,Bleu,#045BFF
7290,Mme BRETAGNE Evelyne et M. GAUSSERAND Patrice,Divers droite,BC-DVD,2015,Départementales,2,76,81,11,11731,6418,5498,3791,Départementales22015,81011,68.95,54.71,7.84,Bleu,#045BFF
7291,Mme BREZA-SOUDAN Maria et M. ROCHARD Jean-Charles,Divers droite,BC-DVD,2015,Départementales,1,27,58,04,8980,5368,5095,1685,Départementales12015,58004,33.07,59.78,3.04,Bleu,#045BFF
7292,Mme BREZA-SOUDAN Maria et M. ROCHARD Jean-Charles,Divers droite,BC-DVD,2015,Départementales,2,27,58,04,8980,5607,5368,2113,Départementales22015,58004,39.36,62.44,2.66,Bleu,#045BFF
7293,Mme BRIAULT Francine et M. MENDES BORGES Vladimir,Divers droite,BC-DVD,2015,Départementales,1,32,80,07,14731,6564,6243,767,Départementales12015,80007,12.29,44.56,2.18,Bleu,#045BFF
7294,Mme BRIERO Fabienne et M. RIBOUCHON Henri,Divers droite,BC-DVD,2015,Départementales,1,53,56,13,29476,15378,14565,2390,Départementales12015,56013,16.41,52.17,2.76,Bleu,#045BFF
7295,Mme BRIONNE Pascale et M. RAULO Jean-Pierre,Divers droite,BC-DVD,2015,Départementales,1,27,71,18,11865,6438,6067,1508,Départementales12015,71018,24.86,54.26,3.13,Bleu,#045BFF
7296,Mme BRIONNE Pascale et M. RAULO Jean-Pierre,Divers droite,BC-DVD,2015,Départementales,2,27,71,18,11865,6298,5721,2582,Départementales22015,71018,45.13,53.08,4.86,Bleu,#045BFF
7297,Mme BRIOUT Christine et M. RENIMEL Loïc,Divers droite,BC-DVD,2015,Départementales,1,28,50,23,15807,7563,7036,907,Départementales12015,50023,12.89,47.85,3.33,Bleu,#045BFF
7298,Mme BRIZARD Murielle et M. MARTINEZ Julien,Divers droite,BC-DVD,2015,Départementales,1,84,01,15,13494,5506,5301,607,Départementales12015,01015,11.45,40.8,1.52,Bleu,#045BFF
7299,Mme BROSSE Chantal et M. ROCHETTE Pierre-Jean,Divers droite,BC-DVD,2015,Départementales,1,84,42,02,23038,12449,11638,4557,Départementales12015,42002,39.16,54.04,3.52,Bleu,#045BFF
7300,Mme BROSSE Chantal et M. ROCHETTE Pierre-Jean,Divers droite,BC-DVD,2015,Départementales,2,84,42,02,23040,12988,12416,5223,Départementales22015,42002,42.07,56.37,2.48,Bleu,#045BFF
7301,Mme BRUN-POTHIN Stéphanie et M. LLEDO Frédéric-Sauveur,Divers droite,BC-DVD,2015,Départementales,1,93,13,21,48045,22276,21294,214,Départementales12015,13021,1.0,46.36,2.04,Bleu,#045BFF
7302,Mme BRUNAUD-SEGUIN Nathalie et M. PORTÉ Philippe,Divers droite,BC-DVD,2015,Départementales,1,52,85,13,29579,15246,14576,1639,Départementales12015,85013,11.24,51.54,2.27,Bleu,#045BFF
7303,Mme BRUNEL Ginette et M. HENRY Christophe,Divers droite,BC-DVD,2015,Départementales,1,76,48,09,4252,2606,2400,834,Départementales12015,48009,34.75,61.29,4.84,Bleu,#045BFF
7304,Mme BRUNEL Ginette et M. HENRY Christophe,Divers droite,BC-DVD,2015,Départementales,2,76,48,09,4252,2813,2619,1240,Départementales22015,48009,47.35,66.16,4.56,Bleu,#045BFF
7305,Mme BRUNET Christiane et M. THEVENET Olivier,Divers droite,BC-DVD,2015,Départementales,1,84,73,18,13588,7422,7060,2240,Départementales12015,73018,31.73,54.62,2.66,Bleu,#045BFF
7306,Mme BRUNET Christiane et M. THEVENET Olivier,Divers droite,BC-DVD,2015,Départementales,2,84,73,18,13571,7168,6230,4200,Départementales22015,73018,67.42,52.82,6.91,Bleu,#045BFF
7307,Mme BRUNI Hélène et M. SZYPULA François,Divers droite,BC-DVD,2015,Départementales,1,84,03,08,14237,8085,7606,2704,Départementales12015,03008,35.55,56.79,3.36,Bleu,#045BFF
7308,Mme BRUNI Hélène et M. SZYPULA François,Divers droite,BC-DVD,2015,Départementales,2,84,03,08,14237,8546,8208,3205,Départementales22015,03008,39.05,60.03,2.37,Bleu,#045BFF
7309,Mme BUESSINGER Michèle et M. TIEULIE Christian,Divers droite,BC-DVD,2015,Départementales,1,76,12,07,10772,6009,5639,1622,Départementales12015,12007,28.76,55.78,3.43,Bleu,#045BFF
7310,Mme BUESSINGER Michèle et M. TIEULIE Christian,Divers droite,BC-DVD,2015,Départementales,2,76,12,07,10772,6058,5521,2854,Départementales22015,12007,51.69,56.24,4.99,Bleu,#045BFF
7311,Mme BURGUN Christelle et M. SEITLINGER Vincent,Divers droite,BC-DVD,2015,Départementales,1,44,57,02,26862,14847,14250,3372,Départementales12015,57002,23.66,55.27,2.22,Bleu,#045BFF
7312,Mme BURGUN Christelle et M. SEITLINGER Vincent,Divers droite,BC-DVD,2015,Départementales,2,44,57,02,26859,13888,12912,6275,Départementales22015,57002,48.6,51.71,3.63,Bleu,#045BFF
7313,Mme CABARE Hélène et M. ESCANDE Francis,Divers droite,BC-DVD,2015,Départementales,1,76,31,25,28267,13758,13338,813,Départementales12015,31025,6.1,48.67,1.49,Bleu,#045BFF
7314,Mme CADENA Martine et M. POCIELLO Jacques,Divers droite,BC-DVD,2015,Départementales,1,76,11,06,16812,9419,9013,1570,Départementales12015,11006,17.42,56.03,2.41,Bleu,#045BFF
7315,Mme CAGNET Jeanine et M. DUBIN Pascal,Divers droite,BC-DVD,2015,Départementales,1,52,85,15,37916,20546,19648,2895,Départementales12015,85015,14.73,54.19,2.37,Bleu,#045BFF
7316,Mme CAMOUS Christine et M. COINTIN Armand,Divers droite,BC-DVD,2015,Départementales,1,93,84,03,21119,10791,10312,586,Départementales12015,84003,5.68,51.1,2.27,Bleu,#045BFF
7317,Mme CAMPAGNE Séverine et M. SCHEER Richard,Divers droite,BC-DVD,2015,Départementales,1,11,95,05,32673,13330,12898,910,Départementales12015,95005,7.06,40.8,1.32,Bleu,#045BFF
7318,Mme CANAL Anne-Marie et M. FERRER Claude,Divers droite,BC-DVD,2015,Départementales,1,76,66,02,16626,9628,9235,2181,Départementales12015,66002,23.62,57.91,2.36,Bleu,#045BFF
7319,Mme CANAL Anne-Marie et M. FERRER Claude,Divers droite,BC-DVD,2015,Départementales,2,76,66,02,16626,10074,9614,2574,Départementales22015,66002,26.77,60.59,2.77,Bleu,#045BFF
7320,Mme CANCELLONI Sylvie et M. VINCENT Gilles,Divers droite,BC-DVD,2015,Départementales,1,11,92,13,48313,22662,21610,2765,Départementales12015,92013,12.8,46.91,2.18,Bleu,#045BFF
7321,Mme CANTERI Raphaëla et M. MOMON Dominique,Divers droite,BC-DVD,2015,Départementales,1,44,88,08,19535,9681,9219,2870,Départementales12015,88008,31.13,49.56,2.36,Bleu,#045BFF
7322,Mme CANTERI Raphaëla et M. MOMON Dominique,Divers droite,BC-DVD,2015,Départementales,2,44,88,08,19535,9687,8947,5503,Départementales22015,88008,61.51,49.59,3.79,Bleu,#045BFF
7323,Mme CANTIN Véronique et M. LEMONNIER Thierry,Divers droite,BC-DVD,2015,Départementales,1,52,72,01,22319,11523,10952,4246,Départementales12015,72001,38.77,51.63,2.56,Bleu,#045BFF
7324,Mme CANTIN Véronique et M. LEMONNIER Thierry,Divers droite,BC-DVD,2015,Départementales,2,52,72,01,22318,12127,11621,5011,Départementales22015,72001,43.12,54.34,2.27,Bleu,#045BFF
7325,Mme CAPELLE Danielle et M. LAGRANGE Eric,Divers droite,BC-DVD,2015,Départementales,1,76,82,02,9568,6019,5713,339,Départementales12015,82002,5.93,62.91,3.2,Bleu,#045BFF
7326,Mme CAPO ORTEGA Julie et M. PICOUZA Laurent,Divers droite,BC-DVD,2015,Départementales,1,76,81,09,11372,5984,5705,1347,Départementales12015,81009,23.61,52.62,2.45,Bleu,#045BFF
7327,Mme CARIOU Béatrice et M. DUTEL Jérôme,Divers droite,BC-DVD,2015,Départementales,1,11,92,15,44159,20282,19368,947,Départementales12015,92015,4.89,45.93,2.07,Bleu,#045BFF
7328,Mme CAROLO Virginie et M. COLOMBEL Patrice,Divers droite,BC-DVD,2015,Départementales,1,28,76,25,22789,12101,11681,3471,Départementales12015,76025,29.71,53.1,1.84,Bleu,#045BFF
7329,Mme CAROLO Virginie et M. COLOMBEL Patrice,Divers droite,BC-DVD,2015,Départementales,2,28,76,25,22788,11577,10780,4831,Départementales22015,76025,44.81,50.8,3.5,Bleu,#045BFF
7330,Mme CARRE Sylvette et M. DERAMAIX Guy,Divers droite,BC-DVD,2015,Départementales,1,44,08,11,9565,4844,4672,1394,Départementales12015,08011,29.84,50.64,1.8,Bleu,#045BFF
7331,Mme CARRE Sylvette et M. DERAMAIX Guy,Divers droite,BC-DVD,2015,Départementales,2,44,08,11,9565,4633,4188,1786,Départementales22015,08011,42.65,48.44,4.65,Bleu,#045BFF
7332,Mme CASALE Danielle et M. LALLEMENT Maurice,Divers droite,BC-DVD,2015,Départementales,1,93,04,15,7129,4173,4003,518,Départementales12015,04015,12.94,58.54,2.38,Bleu,#045BFF
7333,Mme CASSOU Isabelle et M. PRAUD Christian,Divers droite,BC-DVD,2015,Départementales,1,52,85,15,37916,20546,19648,2999,Départementales12015,85015,15.26,54.19,2.37,Bleu,#045BFF
7334,Mme CASTELEIN Christèle et M. COQUELIN Jacques,Divers droite,BC-DVD,2015,Départementales,1,28,50,25,15969,8061,7664,3005,Départementales12015,50025,39.21,50.48,2.49,Bleu,#045BFF
7335,Mme CASTELEIN Christèle et M. COQUELIN Jacques,Divers droite,BC-DVD,2015,Départementales,2,28,50,25,15973,7651,6969,3891,Départementales22015,50025,55.83,47.9,4.27,Bleu,#045BFF
7336,Mme CASTILLO Marie et M. RIGAULT Mickaël,Divers droite,BC-DVD,2015,Départementales,1,11,77,23,32298,13434,13013,220,Départementales12015,77023,1.69,41.59,1.3,Bleu,#045BFF
7337,Mme CAUWEL Françoise et M. REALE Renaud,Divers droite,BC-DVD,2015,Départementales,1,93,83,05,27190,14194,13578,591,Départementales12015,83005,4.35,52.2,2.27,Bleu,#045BFF
7338,Mme CAZET Joëlle et M. LACROUTS Lucien,Divers droite,BC-DVD,2015,Départementales,1,75,64,17,16506,9436,8920,1206,Départementales12015,64017,13.52,57.17,3.13,Bleu,#045BFF
7339,Mme CHAGOT Christine et M. MASSIAS Jean-Marie,Divers droite,BC-DVD,2015,Départementales,1,75,23,02,7466,4241,3906,1069,Départementales12015,23002,27.37,56.8,4.49,Bleu,#045BFF
7340,Mme CHAGOT Christine et M. MASSIAS Jean-Marie,Divers droite,BC-DVD,2015,Départementales,2,75,23,02,7466,4513,4114,1879,Départementales22015,23002,45.67,60.45,5.34,Bleu,#045BFF
7341,Mme CHAIGNEAULT Patricia et M. LOTH Stéphane,Divers droite,BC-DVD,2015,Départementales,1,75,17,21,15169,8096,7664,761,Départementales12015,17021,9.93,53.37,2.85,Bleu,#045BFF
7342,Mme CHAMBERAUD Annie et M. LABAR Bertrand,Divers droite,BC-DVD,2015,Départementales,1,75,23,11,5908,3424,3233,1113,Départementales12015,23011,34.43,57.96,3.23,Bleu,#045BFF
7343,Mme CHAMBERAUD Annie et M. LABAR Bertrand,Divers droite,BC-DVD,2015,Départementales,2,75,23,11,5908,3586,3236,1779,Départementales22015,23011,54.98,60.7,5.92,Bleu,#045BFF
7344,Mme CHAMPAGNAC Marie-Hélène et M. DUMOULIN Jean-Marc,Divers droite,BC-DVD,2015,Départementales,1,76,31,27,29366,16568,15868,5101,Départementales12015,31027,32.15,56.42,2.38,Bleu,#045BFF
7345,Mme CHAMPAGNAC Marie-Hélène et M. DUMOULIN Jean-Marc,Divers droite,BC-DVD,2015,Départementales,2,76,31,27,29367,17212,16605,6050,Départementales22015,31027,36.43,58.61,2.07,Bleu,#045BFF
7346,Mme CHARUAU Carole et M. NOURY Bruno,Divers droite,BC-DVD,2015,Départementales,1,52,85,07,4268,2153,2049,1039,Départementales12015,85007,50.71,50.45,2.44,Bleu,#045BFF
7347,Mme CHARUAU Carole et M. NOURY Bruno,Divers droite,BC-DVD,2015,Départementales,2,52,85,07,4268,2258,2160,1173,Départementales22015,85007,54.31,52.91,2.3,Bleu,#045BFF
7348,Mme CHAUDIER Carine et M. RIFFARD Patrick,Divers droite,BC-DVD,2015,Départementales,1,84,43,05,10024,5479,5269,1246,Départementales12015,43005,23.65,54.66,2.09,Bleu,#045BFF
7349,Mme CHAUMET Valérie et M. TOULLEC Alain,Divers droite,BC-DVD,2015,Départementales,1,44,51,10,17347,8742,8368,1927,Départementales12015,51010,23.03,50.39,2.16,Bleu,#045BFF
7350,Mme CHAUVIN Catherine et M. CRET Xavier,Divers droite,BC-DVD,2015,Départementales,1,93,05,02,7512,3866,3392,553,Départementales12015,05002,16.3,51.46,6.31,Bleu,#045BFF
7351,Mme CHENIGLE Dounia et M. KATAKO Patrick,Divers droite,BC-DVD,2015,Départementales,1,11,77,19,31494,13813,13342,473,Départementales12015,77019,3.55,43.86,1.5,Bleu,#045BFF
7352,Mme CHEVRET Nadyne et M. GARRON André,Divers droite,BC-DVD,2015,Départementales,1,93,83,18,31568,15153,14721,2879,Départementales12015,83018,19.56,48.0,1.37,Bleu,#045BFF
7353,Mme CHEVRIER Barbara et M. PEISER Jean-Luc,Divers droite,BC-DVD,2015,Départementales,1,76,09,06,10242,5878,5558,717,Départementales12015,09006,12.9,57.39,3.12,Bleu,#045BFF
7354,Mme CHICHTI Mounira et M. ZROUKI Samir,Divers droite,BC-DVD,2015,Départementales,1,76,66,06,15750,7446,7087,539,Départementales12015,66006,7.61,47.28,2.28,Bleu,#045BFF
7355,Mme CHOCARDELLE Brigitte et M. COUROT Bertrand,Divers droite,BC-DVD,2015,Départementales,1,44,51,01,16771,8920,8499,2237,Départementales12015,51001,26.32,53.19,2.51,Bleu,#045BFF
